id,No_of_files,size_conv,CSV,Other,Upvotes,Medals,Month_since,Day,Usability,Date,,
7731,107,49000000,N,Y,2,No Medal,85,Mon,5.6,1/9/2023,,
7732,1,7000,Y,N,1,No Medal,85,Mon,9.4,1/9/2023,,
7733,1,497000,Y,N,1,No Medal,85,Mon,9.4,1/9/2023,,
7734,2418,344000000,Y,N,31,Bronze,85,Mon,8.2,1/9/2023,,
7735,6,2000000000,N,Y,0,No Medal,85,Mon,1.9,1/9/2023,,
7736,5,379000000,N,Y,1,No Medal,85,Mon,0,1/9/2023,,
7737,1,23000,Y,N,4,No Medal,85,Mon,2.9,1/9/2023,,
7738,5,379000000,N,Y,0,No Medal,85,Mon,0,1/9/2023,,
7739,1,178000,Y,N,5,No Medal,85,Mon,5.9,1/9/2023,,
7740,1,2000,Y,N,80,Silver,85,Mon,10,1/9/2023,,
7741,1,1000000,Y,N,38,Bronze,85,Mon,8.2,1/9/2023,,
7742,2028,86000000,N,Y,4,No Medal,85,Mon,2.5,1/9/2023,,
7743,2,82000,Y,N,1,No Medal,85,Mon,7.9,1/9/2023,,
7744,2682,3000000000,N,Y,1,No Medal,85,Mon,8.1,1/9/2023,,
7745,1,1000000,Y,N,3,No Medal,85,Mon,5.9,1/9/2023,,
7746,20,48000000,N,Y,0,No Medal,85,Mon,1.9,1/9/2023,,
7747,2,2000,Y,Y,3,No Medal,85,Mon,8.8,1/9/2023,,
7748,1,457,Y,N,54,Bronze,85,Tue,10,1/10/2023,,
7749,1,2000,Y,N,32,Bronze,85,Tue,9.4,1/10/2023,,
7750,1,2000,Y,N,11,Bronze,85,Tue,10,1/10/2023,,
7751,1,265000000,N,Y,16,Bronze,85,Tue,10,1/10/2023,,
7752,4,17000000,Y,N,23,Silver,85,Tue,9.4,1/10/2023,,
7753,1,48000,N,Y,14,Bronze,85,Tue,6.5,1/10/2023,,
7754,1,4000,Y,N,42,Silver,85,Tue,10,1/10/2023,,
7755,20001,163000000,Y,Y,4,No Medal,85,Tue,8.8,1/10/2023,,
7756,2,81000,Y,N,1,No Medal,85,Tue,9.4,1/10/2023,,
7757,2,70000,Y,N,21,Bronze,85,Tue,4.7,1/10/2023,,
7758,2,11000000,Y,N,1,No Medal,85,Tue,5.9,1/10/2023,,
7759,72,126000000,Y,N,7,Bronze,85,Tue,7.6,1/10/2023,,
7760,1,8000,Y,N,5,No Medal,85,Tue,5.9,1/10/2023,,
7761,1,8000,Y,N,1,No Medal,85,Tue,8.2,1/10/2023,,
7762,2,173000,Y,N,0,No Medal,85,Tue,1.8,1/10/2023,,
7763,2,158000000,Y,Y,33,Bronze,85,Tue,9.7,1/10/2023,,
7764,1,20000,Y,N,1,No Medal,85,Tue,6.5,1/10/2023,,
7765,1,3000,N,Y,3,No Medal,85,Tue,8.1,1/10/2023,,
7766,1,23000,Y,N,7,Bronze,85,Tue,7.6,1/10/2023,,
7767,88,2000000000,N,Y,1,No Medal,85,Tue,9.4,1/10/2023,,
7768,2,26000000,Y,N,47,Bronze,85,Tue,10,1/10/2023,,
7769,5,379000000,N,Y,0,No Medal,85,Tue,0,1/10/2023,,
7770,5,379000000,N,Y,0,No Medal,85,Tue,0,1/10/2023,,
7771,640,17000000000,N,Y,2,No Medal,85,Tue,2.5,1/10/2023,,
7772,1,1000,Y,N,62,Silver,85,Tue,10,1/10/2023,,
7773,5,904000000,Y,Y,1,No Medal,85,Tue,2.4,1/10/2023,,
7774,12,206000000,Y,N,0,No Medal,85,Tue,7.1,1/10/2023,,
7775,1,3000,N,Y,2,No Medal,85,Tue,7.5,1/10/2023,,
7776,1,4000,Y,N,55,Bronze,85,Wed,10,1/11/2023,,
7777,1,2000,Y,N,26,Bronze,85,Wed,10,1/11/2023,,
7778,1,5000000,Y,N,29,Bronze,85,Wed,10,1/11/2023,,
7779,3,787000,N,Y,32,Bronze,85,Wed,10,1/11/2023,,
7780,2,9000000,Y,N,26,Bronze,85,Wed,9.4,1/11/2023,,
7781,1,27000,Y,N,27,Bronze,85,Wed,10,1/11/2023,,
7782,1,1000000,Y,N,29,Bronze,85,Wed,9.7,1/11/2023,,
7783,1,1000,Y,N,10,Bronze,85,Wed,9.4,1/11/2023,,
7784,1,5000,Y,N,15,Bronze,85,Wed,9.4,1/11/2023,,
7785,2,6000000000,N,Y,0,No Medal,85,Wed,4.4,1/11/2023,,
7786,4,16000000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7787,3836,112000000,N,Y,11,Bronze,85,Wed,7.5,1/11/2023,,
7788,2,2000000000,N,Y,0,No Medal,85,Wed,4.4,1/11/2023,,
7789,1117,5000000000,Y,Y,1,No Medal,85,Wed,4.4,1/11/2023,,
7790,1,2000000,Y,N,13,Bronze,85,Wed,7.1,1/11/2023,,
7791,2,6000000000,N,Y,0,No Medal,85,Wed,4.4,1/11/2023,,
7792,25331,10000000000,N,Y,9,Bronze,85,Wed,8.1,1/11/2023,,
7793,1,6000000,Y,N,10,Bronze,85,Wed,6.5,1/11/2023,,
7794,1,42000000,Y,N,4,No Medal,85,Wed,8.8,1/11/2023,,
7795,56,89000000,Y,N,3,No Medal,85,Wed,9.4,1/11/2023,,
7796,1,11000000,Y,N,4,No Medal,85,Wed,9.4,1/11/2023,,
7797,1,38000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7798,132,80000000,N,Y,2,No Medal,85,Wed,5.6,1/11/2023,,
7799,1,24000000,Y,N,5,No Medal,85,Wed,9.4,1/11/2023,,
7800,1,837000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7801,1,18000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7802,1,110000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7803,1,7000000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7804,1,5000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7805,1,703000000,Y,N,125,Silver,85,Wed,10,1/11/2023,,
7806,2,170000000,Y,N,1,No Medal,85,Wed,8.2,1/11/2023,,
7807,1,5000000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7808,1,2000,Y,N,23,Bronze,85,Wed,2.4,1/11/2023,,
7809,1,10000,Y,N,23,Bronze,85,Wed,2.4,1/11/2023,,
7810,1,3000,Y,N,22,Bronze,85,Wed,2.4,1/11/2023,,
7811,1,2000000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7812,1,4000000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7813,1,13000000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7814,1,27000000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7815,4,45000000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7816,1,27000000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7817,8,56000,Y,N,118,Silver,85,Wed,10,1/11/2023,,
7818,1,11000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7819,4,5000000,Y,Y,1,No Medal,85,Wed,9.4,1/11/2023,,
7820,9,9000000,Y,Y,1,No Medal,85,Wed,8.5,1/11/2023,,
7821,1,59000,Y,N,0,No Medal,85,Wed,10,1/11/2023,,
7822,4,1000000,N,Y,0,No Medal,85,Wed,3.8,1/11/2023,,
7823,2,519000,Y,N,1,No Medal,85,Wed,9.4,1/11/2023,,
7824,17,398000,Y,N,0,No Medal,85,Wed,9.1,1/11/2023,,
7825,2,204000000,N,Y,0,No Medal,85,Wed,7.1,1/11/2023,,
7826,1,461000000,Y,N,5,No Medal,85,Wed,1.8,1/11/2023,,
7827,5,379000000,N,Y,0,No Medal,85,Wed,0,1/11/2023,,
7828,30495,1000000000,Y,Y,0,No Medal,85,Wed,8.1,1/11/2023,,
7829,2,5000000000,N,Y,0,No Medal,85,Wed,4.4,1/11/2023,,
7830,9,94000000,N,Y,1,No Medal,85,Wed,0,1/11/2023,,
7831,1,259,N,Y,0,No Medal,85,Wed,3.1,1/11/2023,,
7832,1,3000,Y,N,1,No Medal,85,Wed,7.1,1/11/2023,,
7833,2,13000,Y,N,61,Bronze,85,Thu,10,1/12/2023,,
7834,1,4000,Y,N,26,No Medal,85,Thu,10,1/12/2023,,
7835,4,286000000,Y,N,22,Bronze,85,Thu,9.4,1/12/2023,,
7836,1769,2000000000,Y,Y,29,Silver,85,Thu,10,1/12/2023,,
7837,1,28000,Y,N,31,Bronze,85,Thu,10,1/12/2023,,
7838,1,2000,Y,N,19,Bronze,85,Thu,9.4,1/12/2023,,
7839,1,22000,Y,N,13,Bronze,85,Thu,9.4,1/12/2023,,
7840,1,944000,Y,N,11,No Medal,85,Thu,9.4,1/12/2023,,
7841,4,4000,Y,N,8,Bronze,85,Thu,10,1/12/2023,,
7842,1,622000,Y,N,26,Bronze,85,Thu,8.2,1/12/2023,,
7843,1,1000,Y,N,8,Bronze,85,Thu,10,1/12/2023,,
7844,1,576000,Y,N,9,Bronze,85,Thu,9.7,1/12/2023,,
7845,1,366000,Y,N,11,Bronze,85,Thu,9.1,1/12/2023,,
7846,1,39000,Y,N,6,No Medal,85,Thu,6.5,1/12/2023,,
7847,57646,9000000000,N,Y,9,Bronze,85,Thu,8.8,1/12/2023,,
7848,1,84000,Y,N,7,Bronze,85,Thu,9.7,1/12/2023,,
7849,13,142000,Y,Y,1,No Medal,85,Thu,9.4,1/12/2023,,
7850,5,169000000,Y,N,4,No Medal,85,Thu,9.4,1/12/2023,,
7851,1,110000,Y,N,7,Bronze,85,Thu,8.8,1/12/2023,,
7852,1,103000,Y,N,7,Bronze,85,Thu,9.1,1/12/2023,,
7853,9,5000,Y,N,10,Bronze,85,Thu,10,1/12/2023,,
7854,11,2000000,Y,N,1,No Medal,85,Thu,9.4,1/12/2023,,
7855,1,78000,Y,N,6,No Medal,85,Thu,7.6,1/12/2023,,
7856,12,206000000,Y,N,1,No Medal,85,Thu,9.4,1/12/2023,,
7857,4,2000000,Y,Y,7,Bronze,85,Thu,5.9,1/12/2023,,
7858,13,142000,Y,Y,1,No Medal,85,Thu,9.4,1/12/2023,,
7859,1,68000,Y,N,5,No Medal,85,Thu,5.9,1/12/2023,,
7860,1,1000,Y,N,17,Bronze,85,Thu,1.8,1/12/2023,,
7861,10,6000000000,N,Y,1,No Medal,85,Thu,10,1/12/2023,,
7862,1,15000,Y,N,56,Bronze,85,Thu,10,1/12/2023,,
7863,1,5000,Y,N,0,No Medal,85,Thu,10,1/12/2023,,
7864,1,3000000000,Y,N,4,No Medal,85,Thu,7.6,1/12/2023,,
7865,1,3000,Y,N,4,No Medal,85,Thu,5.9,1/12/2023,,
7866,68,16000000,Y,N,1,No Medal,85,Thu,9.4,1/12/2023,,
7867,1,7000,Y,N,1,No Medal,85,Thu,9.4,1/12/2023,,
7868,2,18000000,N,Y,3,No Medal,85,Thu,1.9,1/12/2023,,
7869,1,3000000,Y,N,1,No Medal,85,Thu,10,1/12/2023,,
7870,1,324000,Y,N,3,No Medal,85,Thu,9.7,1/12/2023,,
7871,2,14000,Y,N,7,Bronze,85,Thu,5.3,1/12/2023,,
7872,1,1000000,Y,N,1,No Medal,85,Thu,9.4,1/12/2023,,
7873,3,5000,Y,N,1,No Medal,85,Thu,10,1/12/2023,,
7874,2,59000,Y,N,5,Bronze,85,Thu,2.9,1/12/2023,,
7875,5,379000000,N,Y,1,No Medal,85,Thu,0,1/12/2023,,
7876,1,2000000,N,Y,3,No Medal,85,Thu,1.3,1/12/2023,,
7877,3,305000,N,Y,0,No Medal,85,Thu,4.4,1/12/2023,,
7878,1,63000,Y,N,26,Bronze,85,Fri,10,1/13/2023,,
7879,3,178000,Y,Y,34,Bronze,85,Fri,9.4,1/13/2023,,
7880,1,2000,Y,N,33,Bronze,85,Fri,10,1/13/2023,,
7881,2,1000000,Y,N,28,Bronze,85,Fri,7.1,1/13/2023,,
7882,1,2000000,Y,N,1,No Medal,85,Fri,9.4,1/13/2023,,
7883,31784,4000000000,N,Y,11,Bronze,85,Fri,8.1,1/13/2023,,
7884,70,7000000,Y,N,7,Bronze,85,Fri,8.1,1/13/2023,,
7885,1,509000,N,Y,8,Bronze,85,Fri,8.8,1/13/2023,,
7886,37,3000000,Y,N,6,No Medal,85,Fri,9.4,1/13/2023,,
7887,1,62000,Y,N,3,No Medal,85,Fri,9.4,1/13/2023,,
7888,1,2000000000,Y,N,6,Bronze,85,Fri,8.8,1/13/2023,,
7889,2,192000,N,Y,7,No Medal,85,Fri,9.4,1/13/2023,,
7890,1,2000,Y,N,4,No Medal,85,Fri,9.4,1/13/2023,,
7891,5,1000000,Y,Y,7,No Medal,85,Fri,9.4,1/13/2023,,
7892,1,146000,Y,N,6,Bronze,85,Fri,9.7,1/13/2023,,
7893,3,9000,Y,N,3,No Medal,85,Fri,9.4,1/13/2023,,
7894,1,178000,Y,N,1,No Medal,85,Fri,8.2,1/13/2023,,
7895,1,2000,Y,N,2,No Medal,85,Fri,9.4,1/13/2023,,
7896,1,1000000,Y,N,2,No Medal,85,Fri,9.4,1/13/2023,,
7897,1,39000,Y,N,1,No Medal,85,Fri,7.6,1/13/2023,,
7898,1,473000,Y,N,1,No Medal,85,Fri,9.4,1/13/2023,,
7899,8,108000,Y,Y,1,No Medal,85,Fri,9.4,1/13/2023,,
7900,2,370000,Y,N,1,No Medal,85,Fri,9.4,1/13/2023,,
7901,2749,20000000000,Y,Y,13,Bronze,85,Fri,2.4,1/13/2023,,
7902,5,6000000,Y,Y,1,No Medal,85,Fri,8.2,1/13/2023,,
7903,1,8000000,Y,N,1,No Medal,85,Fri,9.4,1/13/2023,,
7904,1,304000,Y,N,1,No Medal,85,Fri,8.2,1/13/2023,,
7905,5,2000000,Y,Y,1,No Medal,85,Fri,9.4,1/13/2023,,
7906,6,240000,Y,N,1,No Medal,85,Fri,10,1/13/2023,,
7907,124,3000000,N,Y,4,No Medal,85,Fri,2.5,1/13/2023,,
7908,3258,3000000000,Y,Y,2,No Medal,85,Fri,5,1/13/2023,,
7909,2,2000000,Y,Y,1,No Medal,85,Fri,10,1/13/2023,,
7910,2,58000000,Y,N,0,No Medal,85,Fri,9.4,1/13/2023,,
7911,1,6000000,Y,N,52,Silver,85,Fri,10,1/13/2023,,
7912,1,9000,N,Y,0,No Medal,85,Fri,2.5,1/13/2023,,
7913,5,12000,Y,N,0,No Medal,85,Fri,1.8,1/13/2023,,
7914,5,991000000,N,Y,0,No Medal,85,Fri,0,1/13/2023,,
7915,1,12000,Y,N,4,No Medal,85,Fri,5.3,1/13/2023,,
7916,4,2000000000,N,Y,4,No Medal,85,Fri,1.3,1/13/2023,,
7917,11,123000000,N,Y,0,No Medal,85,Fri,1.3,1/13/2023,,
7918,1,1000000,Y,N,94,Bronze,85,Sat,9.4,1/14/2023,,
7919,1,9000,Y,N,27,Bronze,85,Sat,10,1/14/2023,,
7920,1,1000,Y,N,24,Bronze,85,Sat,10,1/14/2023,,
7921,1,9000,Y,N,12,No Medal,85,Sat,10,1/14/2023,,
7922,1,114000,Y,N,11,Bronze,85,Sat,9.7,1/14/2023,,
7923,1,66000,Y,N,7,No Medal,85,Sat,9.4,1/14/2023,,
7924,487,42000000,Y,N,5,No Medal,85,Sat,8.8,1/14/2023,,
7925,1,56000,N,Y,4,No Medal,85,Sat,7.9,1/14/2023,,
7926,201,781000000,N,Y,6,Bronze,85,Sat,8.1,1/14/2023,,
7927,1,1000000000,N,Y,6,Bronze,85,Sat,10,1/14/2023,,
7928,1,762000,Y,N,1,No Medal,85,Sat,8.8,1/14/2023,,
7929,5,155000,Y,N,4,No Medal,85,Sat,8.8,1/14/2023,,
7930,1,9000,Y,N,5,No Medal,85,Sat,9.4,1/14/2023,,
7931,1,18000,N,Y,4,No Medal,85,Sat,7.6,1/14/2023,,
7932,1,8000000,N,Y,6,No Medal,85,Sat,4.4,1/14/2023,,
7933,2,19000000,Y,N,30,Bronze,85,Sat,10,1/14/2023,,
7934,1,83000000,N,Y,1,No Medal,85,Sat,10,1/14/2023,,
7935,1,11000,Y,N,0,No Medal,85,Sat,8.5,1/14/2023,,
7936,1,75000,Y,N,25,Bronze,85,Sat,3.5,1/14/2023,,
7937,2,50000000,Y,Y,1,No Medal,85,Sat,10,1/14/2023,,
7938,5040,71000000,N,Y,6,No Medal,85,Sat,5.6,1/14/2023,,
7939,2,41000000,Y,N,1,No Medal,85,Sat,8.2,1/14/2023,,
7940,2,183000000,Y,Y,1,No Medal,85,Sat,10,1/14/2023,,
7941,13453,7000000000,Y,Y,1,No Medal,85,Sat,10,1/14/2023,,
7942,2,100000,Y,N,8,Bronze,85,Sat,9.1,1/14/2023,,
7943,2,23000,N,Y,9,No Medal,85,Sat,7.5,1/14/2023,,
7944,2621,278000000,N,Y,1,No Medal,85,Sat,8.8,1/14/2023,,
7945,1,15000,Y,N,0,No Medal,85,Sat,10,1/14/2023,,
7946,1,83000,N,Y,6,No Medal,85,Sat,3.8,1/14/2023,,
7947,24,2000000000,N,Y,0,No Medal,85,Sat,1.3,1/14/2023,,
7948,1,5000000000,N,Y,2,No Medal,85,Sat,1.3,1/14/2023,,
7949,5,379000000,N,Y,0,No Medal,85,Sat,0,1/14/2023,,
7950,1,336000,Y,N,7,Bronze,85,Sat,1.2,1/14/2023,,
7951,1,23000000,Y,N,0,No Medal,85,Sat,6.5,1/14/2023,,
7952,88377,6000000000,N,Y,0,No Medal,85,Sat,3.8,1/14/2023,,
7953,1,8000000,N,Y,1,No Medal,85,Sat,10,1/14/2023,,
7954,1,13000,N,Y,4,No Medal,85,Sat,7.6,1/14/2023,,
7955,1,388000,Y,N,41,Bronze,85,Sun,10,1/15/2023,,
7956,3,5000000,Y,N,37,Bronze,85,Sun,9.4,1/15/2023,,
7957,1,36000000,N,Y,16,Bronze,85,Sun,10,1/15/2023,,
7958,4,436000,Y,N,27,No Medal,85,Sun,10,1/15/2023,,
7959,1,23000,N,Y,37,Bronze,85,Sun,8.8,1/15/2023,,
7960,39,449000000,Y,Y,45,Silver,85,Sun,9.1,1/15/2023,,
7961,4,2000000,Y,N,3,No Medal,85,Sun,9.4,1/15/2023,,
7962,2,126000,Y,N,10,No Medal,85,Sun,9.4,1/15/2023,,
7963,4,299000,Y,N,754,Gold,85,Sun,10,1/15/2023,,
7964,1,3000,Y,N,6,No Medal,85,Sun,9.4,1/15/2023,,
7965,1,4000000,Y,N,4,No Medal,85,Sun,9.4,1/15/2023,,
7966,1,19000,Y,N,7,Bronze,85,Sun,8.8,1/15/2023,,
7967,3,277000,Y,Y,6,No Medal,85,Sun,9.4,1/15/2023,,
7968,1,9000000,Y,N,3,No Medal,85,Sun,9.4,1/15/2023,,
7969,1,3000,Y,N,4,No Medal,85,Sun,9.4,1/15/2023,,
7970,4,1000000,Y,Y,1,No Medal,85,Sun,9.4,1/15/2023,,
7971,1,3000,Y,N,16,Bronze,85,Sun,10,1/15/2023,,
7972,9,10000000,Y,N,1,No Medal,85,Sun,9.4,1/15/2023,,
7973,1,4000000,Y,N,4,No Medal,85,Sun,9.4,1/15/2023,,
7974,2,1000,Y,N,2,No Medal,85,Sun,9.4,1/15/2023,,
7975,164122,50000000000,N,Y,46,Silver,85,Sun,4.4,1/15/2023,,
7976,2,63000,Y,N,1,No Medal,85,Sun,9.4,1/15/2023,,
7977,1,293000000,N,Y,1,No Medal,85,Sun,9.4,1/15/2023,,
7978,5,1000000,Y,Y,2,No Medal,85,Sun,9.4,1/15/2023,,
7979,1,1000000,Y,N,1,No Medal,85,Sun,9.4,1/15/2023,,
7980,1,1000,Y,N,2,No Medal,85,Sun,9.4,1/15/2023,,
7981,3,290000,Y,N,1,No Medal,85,Sun,10,1/15/2023,,
7982,1,36000,Y,N,2,No Medal,85,Sun,9.4,1/15/2023,,
7983,10000,476000000,N,Y,21,Bronze,85,Sun,8.8,1/15/2023,,
7984,21984,918000000,N,Y,2,No Medal,85,Sun,5.6,1/15/2023,,
7985,2,3000000,Y,N,1,No Medal,85,Sun,9.4,1/15/2023,,
7986,3,9000000000,N,Y,1,No Medal,85,Sun,3.8,1/15/2023,,
7987,1,2000,Y,N,1,No Medal,85,Sun,10,1/15/2023,,
7988,3,197000,Y,Y,1,No Medal,85,Sun,9.4,1/15/2023,,
7989,1,62000000,Y,N,1,No Medal,85,Sun,9.4,1/15/2023,,
7990,1,10000000,N,Y,1,No Medal,85,Sun,9.4,1/15/2023,,
7991,4,18000000,Y,Y,3,No Medal,85,Sun,9.4,1/15/2023,,
7992,1,4000000,Y,N,1,No Medal,85,Sun,9.4,1/15/2023,,
7993,1,30000000,N,Y,1,No Medal,85,Sun,10,1/15/2023,,
7994,9,10000000,Y,N,1,No Medal,85,Sun,9.4,1/15/2023,,
7995,1,87000,Y,N,0,No Medal,85,Sun,1.8,1/15/2023,,
7996,1,2000000,Y,N,0,No Medal,85,Sun,9.4,1/15/2023,,
7997,2,3000,Y,Y,1,No Medal,85,Sun,9.4,1/15/2023,,
7998,2,50000,Y,Y,1,No Medal,85,Sun,9.4,1/15/2023,,
7999,1,3000,Y,N,49,Silver,85,Sun,7.1,1/15/2023,,
8000,233,29000000,N,Y,13,Bronze,85,Sun,8.1,1/15/2023,,
8001,15,190000000,N,Y,0,No Medal,85,Sun,1.9,1/15/2023,,
8002,26,4000000000,Y,Y,9,Bronze,85,Sun,7.1,1/15/2023,,
8003,1,62000,Y,N,10,Bronze,85,Sun,1.8,1/15/2023,,
8004,18,250000000,N,Y,12,Bronze,85,Sun,5.3,1/15/2023,,
8005,160,7000000,N,Y,0,No Medal,85,Sun,3.1,1/15/2023,,
8006,788,6000000000,N,Y,4,No Medal,85,Sun,7.5,1/15/2023,,
8007,1,58000000,Y,N,40,Bronze,85,Sun,9.4,1/15/2023,,
8008,10,89000000,Y,N,0,No Medal,85,Sun,1.8,1/15/2023,,
8009,1,54000000,Y,N,0,No Medal,85,Sun,3.1,1/15/2023,,
8010,1,53000,Y,N,1,No Medal,85,Sun,9.4,1/15/2023,,
8011,5,272000,Y,Y,2,No Medal,85,Sun,9.4,1/15/2023,,
8012,5,4000000,Y,Y,2,No Medal,85,Sun,9.4,1/15/2023,,
8013,1,43000,Y,N,1,No Medal,85,Sun,9.4,1/15/2023,,
8014,39,39000000,Y,Y,0,No Medal,85,Sun,8.8,1/15/2023,,
8015,1,30000,Y,N,27,Bronze,85,Mon,10,1/16/2023,,
8016,3,41000000,Y,N,22,Bronze,85,Mon,7.6,1/16/2023,,
8017,1,9000,Y,N,1,No Medal,85,Mon,9.4,1/16/2023,,
8018,1,13000000,Y,N,4,No Medal,85,Mon,9.4,1/16/2023,,
8019,1,65000000,Y,N,1,No Medal,85,Mon,9.4,1/16/2023,,
8020,17453,182000000,N,Y,8,Bronze,85,Mon,6.3,1/16/2023,,
8021,2,42000000,Y,N,1,No Medal,85,Mon,9.4,1/16/2023,,
8022,1,9000,Y,N,1,No Medal,85,Mon,9.4,1/16/2023,,
8023,1,58000,Y,N,1,No Medal,85,Mon,9.4,1/16/2023,,
8024,1,300000,N,Y,15,Bronze,85,Mon,3.5,1/16/2023,,
8025,5,28000000,Y,Y,1,No Medal,85,Mon,9.4,1/16/2023,,
8026,19,855000000,Y,Y,1,No Medal,85,Mon,7.6,1/16/2023,,
8027,2,4000000000,N,Y,7,No Medal,85,Mon,1.9,1/16/2023,,
8028,1,7000,Y,N,0,No Medal,85,Mon,9.7,1/16/2023,,
8029,1,2000000,N,Y,11,Bronze,85,Mon,4.1,1/16/2023,,
8030,1,9000,Y,N,1,No Medal,85,Mon,9.4,1/16/2023,,
8031,2,7000000000,N,Y,1,No Medal,85,Mon,2.5,1/16/2023,,
8032,2,85000,Y,Y,1,No Medal,85,Mon,9.4,1/16/2023,,
8033,1,534,N,Y,6,No Medal,85,Mon,1.9,1/16/2023,,
8034,1,61000000,Y,N,5,No Medal,85,Mon,9.4,1/16/2023,,
8035,1,5000000000,N,Y,3,No Medal,85,Mon,1.9,1/16/2023,,
8036,2,133000000,Y,N,1,No Medal,85,Mon,8.2,1/16/2023,,
8037,2,322000,Y,N,4,No Medal,85,Mon,2.9,1/16/2023,,
8038,5,379000000,N,Y,0,No Medal,85,Mon,0,1/16/2023,,
8039,5,379000000,N,Y,0,No Medal,85,Mon,0,1/16/2023,,
8040,18596,198000000,N,Y,3,No Medal,85,Mon,5,1/16/2023,,
8041,6,36000000000,N,Y,0,No Medal,85,Mon,4.4,1/16/2023,,
8042,4,49000000000,N,Y,0,No Medal,85,Mon,4.4,1/16/2023,,
8043,12,2000000000,N,Y,0,No Medal,85,Mon,4.4,1/16/2023,,
8044,6,36000000000,N,Y,0,No Medal,85,Mon,4.4,1/16/2023,,
8045,350,9000000,N,Y,0,No Medal,85,Mon,8.8,1/16/2023,,
8046,5,3000000000,N,Y,1,No Medal,85,Mon,2.5,1/16/2023,,
8047,49932,60000000000,N,Y,6,No Medal,85,Mon,1.9,1/16/2023,,
8048,3,471000000,N,Y,0,No Medal,85,Mon,3.1,1/16/2023,,
8049,1,2000000,Y,N,10,No Medal,85,Mon,4.7,1/16/2023,,
8050,1,2000000,Y,N,65,Bronze,85,Tue,10,1/17/2023,,
8051,1,701000,Y,N,39,Bronze,85,Tue,10,1/17/2023,,
8052,6,2000000,Y,N,29,No Medal,85,Tue,10,1/17/2023,,
8053,1,137000,Y,N,31,Bronze,85,Tue,10,1/17/2023,,
8054,2,2000000,Y,N,19,Bronze,85,Tue,10,1/17/2023,,
8055,238,75000000,Y,Y,12,Bronze,85,Tue,10,1/17/2023,,
8056,1,7000,Y,N,12,Bronze,85,Tue,9.4,1/17/2023,,
8057,1,394000,Y,N,16,Bronze,85,Tue,10,1/17/2023,,
8058,1,6000,Y,N,18,Bronze,85,Tue,10,1/17/2023,,
8059,7,20000000000,N,Y,0,No Medal,85,Tue,4.4,1/17/2023,,
8060,2,7000000000,N,Y,0,No Medal,85,Tue,4.4,1/17/2023,,
8061,1,427000,Y,N,11,Bronze,85,Tue,9.4,1/17/2023,,
8062,1,26000,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
8063,2,7000000000,N,Y,0,No Medal,85,Tue,3.1,1/17/2023,,
8064,1,4000000000,N,Y,0,No Medal,85,Tue,3.1,1/17/2023,,
8065,1,77000000,N,Y,0,No Medal,85,Tue,3.1,1/17/2023,,
8066,1,271000,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
8067,1,201000,Y,N,12,Bronze,85,Tue,9.4,1/17/2023,,
8068,1,140000,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
8069,1,2000000,Y,N,29,Silver,85,Tue,7.1,1/17/2023,,
8070,10,635000000,N,Y,0,No Medal,85,Tue,1.9,1/17/2023,,
8071,6,50000000,N,Y,6,Bronze,85,Tue,8.8,1/17/2023,,
8072,65,8000000000,N,Y,0,No Medal,85,Tue,3.1,1/17/2023,,
8073,1,4000000000,N,Y,0,No Medal,85,Tue,3.1,1/17/2023,,
8074,9210,1000000000,Y,Y,289,Gold,85,Tue,7.5,1/17/2023,,
8075,29042,330000000,Y,Y,1,No Medal,85,Tue,10,1/17/2023,,
8076,1,10000000,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
8077,22,1000000000,N,Y,3,No Medal,85,Tue,1.9,1/17/2023,,
8078,1,1000,Y,N,741,Gold,85,Tue,10,1/17/2023,,
8079,1,2000000,Y,N,3,No Medal,85,Tue,7.1,1/17/2023,,
8080,6,2000000,Y,Y,3,No Medal,85,Tue,9.4,1/17/2023,,
8081,1,18000,Y,N,2,No Medal,85,Tue,9.4,1/17/2023,,
8082,4,222000,Y,Y,1,No Medal,85,Tue,9.4,1/17/2023,,
8083,2,86000,Y,Y,1,No Medal,85,Tue,9.4,1/17/2023,,
8084,1,880,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
